comboId,facetId,facetName,conceptId,conceptName,rdId,rdLabel,rdType,cuiMap,documentToCui,scopeNotes,lifecycleStage
conditionfidp9322,condition,Conditions,fidp9322,Hamstring Strain,abo3614,"strain, hamstring",Condition,,,,Active
conditionfidp9323,condition,Conditions,fidp9323,Hand Arthritis,,,,,bo1525 ,,Active
conditionfidp8542,condition,Conditions,fidp8542,Hand Injuries and Problems,,,,,,BROAD,Active
conditionfidp2394,condition,Conditions,fidp2394,Hand Pain,uh2764,hand pain,Symptom,,,,Active
conditionfidp9324,condition,Conditions,fidp9324,Hand Sprain,uf7014,hand sprain,Condition,,,,Active
conditionfidp9325,condition,Conditions,fidp9325,Hand-Foot Syndrome,,,,C0018572,,,Active
conditionfidp3034,condition,Conditions,fidp3034,Hand-Foot-and-Mouth Disease,uh3650,hand foot and mouth disease,Condition,,,,Active
conditionfidp1156,condition,Conditions,fidp1156,Hangnail,,,,C0423838,,,Active
conditionfidp2395,condition,Conditions,fidp2395,Hantavirus Pulmonary Syndrome (HPS),gapdoc00102,hantavirus pulmonary syndrome,Condition,,,,Active
conditionfidp9326,condition,Conditions,fidp9326,Atherosclerosis,,,,,ue4664abc ,,Active
conditionfidp9327,condition,Conditions,fidp9327,Hashimoto's Thyroiditis,ut2702,Hashimoto's thyroiditis,Condition,,,,Active
conditionfidp2397,condition,Conditions,fidp2397,Head and Neck Cancer,ut3441,oral cancer (head and neck cancer),Condition,,,,Active
conditionfidp9328,condition,Conditions,fidp9328,Head Injuries,,,,,,BROAD,Active
conditionfidp9329,condition,Conditions,fidp9329,Head or Face Pain,uh2734,facial pain,Symptom,,,,Active
conditionfidp1147,condition,Conditions,fidp1147,Headaches (General),ut1815,headache NOS,Condition,,,,Active
conditionfidp1361,condition,Conditions,fidp1361,Hearing Loss,uf7927,hearing loss,Condition,,,,Active
conditionfidp140,condition,Conditions,fidp140,Heart Attack,ut2776,heart attack,Condition,,,,Active
conditionfidp9330,condition,Conditions,fidp9330,Heart Blocks,zc1479,atrioventricular block,Condition,,,,Active
conditionfidp987,condition,Conditions,fidp987,Heart Disease,,,,,,BROAD,Active
conditionfidp395,condition,Conditions,fidp395,Heart Failure,ut1909,heart failure (CHF),Condition,,,,Active
conditionfidp1408,condition,Conditions,fidp1408,Heart Murmur,uh3399,heart murmur,Condition,,,,Active
conditionfidp1099,condition,Conditions,fidp1099,Heart Problems,,,,,,BROAD,Active
conditionfidp3004,condition,Conditions,fidp3004,Heart Rhythm Disorders,,,,,,MULTI,Active
conditionfidp8706,condition,Conditions,fidp8706,Heart Tumors,,,,,ug1282abc,,Active
conditionfidp1307,condition,Conditions,fidp1307,Heart Valve Disease,,,,C0018824,,,Active
conditionfidp1704,condition,Conditions,fidp1704,Heartburn,uh3195,dyspepsia (heartburn/indigestion),Symptom,,,,Active
conditionfidp964,condition,Conditions,fidp964,Heat Exhaustion,av2589,heat exhaustion,Condition,,,,Active
conditionfidp8545,condition,Conditions,fidp8545,Heat Rash,abk9750,heat rash,Condition,,,,Active
conditionfidp1285,condition,Conditions,fidp1285,Heat-Related Illness,,,,,,BROAD (htske),Active
conditionfidp659,condition,Conditions,fidp659,Heatstroke,gapdoc00170,Heat Stroke,Condition,,,,Active
conditionfidp8546,condition,Conditions,fidp8546,Heavy Metal Poisoning,,,,C0274869,,,Active
conditionfidp9331,condition,Conditions,fidp9331,Heavy Periods (Menorrhagia),uh4126,menorrhagia,Condition,,,,Active
conditionfidp8547,condition,Conditions,fidp8547,Heel Bursitis,,,,C0149846,,,Active
conditionfidp8548,condition,Conditions,fidp8548,Heel Pain,uf8318,heel pain,Symptom,,,,Active
conditionfidp412,condition,Conditions,fidp412,HELLP Syndrome,,,,C0162739,,,Active
conditionfidp9332,condition,Conditions,fidp9332,Hematoma,,,,,,MULTI,Active
conditionfidp9333,condition,Conditions,fidp9333,Hemochromatosis,zc1639,hemochromatosis,Condition,,,,Active
conditionfidp9334,condition,Conditions,fidp9334,Hemolytic Uremic Syndrome,,,,C0019061,,,Active
conditionfidp1033,condition,Conditions,fidp1033,Hemophilia,uf8188,clotting factor deficiency (hemophilia),Condition,,,,Active
conditionfidp862,condition,Conditions,fidp862,Hemorrhoids,uf7564,hemorrhoids (int and external),Condition,,,,Active
conditionfidp9335,condition,Conditions,fidp9335,Heno-Schonlein Purpura,,,,C0034152,,,Active
conditionfidp151,condition,Conditions,fidp151,Hepatitis,,,,,,MULTI,Active
conditionfidp651,condition,Conditions,fidp651,Hepatitis A,uf8025,hepatitis A,Condition,,,,Active
conditionfidp1833,condition,Conditions,fidp1833,Hepatitis B,uf8029,hepatitis B,Condition,,,,Active
conditionfidp1540,condition,Conditions,fidp1540,Hepatitis C,uf7910,hepatitis C,Condition,,,,Active
conditionfidp1712,condition,Conditions,fidp1712,Hepatitis D,,,,,hw39838 ,,Active
conditionfidp8549,condition,Conditions,fidp8549,Hepatitis E,,,,,abl2916 ,,Active
conditionfidp281,condition,Conditions,fidp281,Hernia,,,,,,MULTI,Active
conditionfidp1164,condition,Conditions,fidp1164,Herniated Disc,gapdoc00053,"herniated disc, NOS",Condition,,,,Active
conditionfidp9336,condition,Conditions,fidp9336,Herpes Gingivostomatitis,,,,,abq2239 ,,Active
conditionfidp8550,condition,Conditions,fidp8550,Hiatal Hernia,ut2946,hiatal hernia (does not include GERD),,,,,Active
conditionfidp405,condition,Conditions,fidp405,Hiccups,abk7510,hiccups,Condition,,,,Active
conditionfidp9337,condition,Conditions,fidp9337,High Blood Calcium (Hypercalcemia),uf8677,hypercalcemia,,,,,Active
conditionfidp682,condition,Conditions,fidp682,High Blood Pressure,uh3886,high blood pressure,Condition,,,,Active
conditionfidp3195,condition,Conditions,fidp3195,High Blood Pressure During Pregnancy,,,,,abo3926 ,,Active
conditionfidp2401,condition,Conditions,fidp2401,High Blood Sugar (Hyperglycemia),gapdoc00111,hyperglycemia,Condition,,,,Active
conditionfidp185,condition,Conditions,fidp185,High Cholesterol,ug3539,High Cholesterol,Condition,,,,Active
conditionfidp9339,condition,Conditions,fidp9339,High Phosphorus Level (Hyperphosphatemia),uf9253,phosphorus disorder,Condition,,,,Active
conditionfidp9340,condition,Conditions,fidp9340,High Potassium Level (Hyperkalemia),uf8687,hyperkalemia,Condition,,,,Active
conditionfidp9341,condition,Conditions,fidp9341,High Risk Pregnancy,uf8424,high risk pregnancy,Condition,,,,Active
conditionfidp535,condition,Conditions,fidp535,High Triglycerides,gapdoc00011,high triglycerides,Condition,,,,Active
conditionfidp9342,condition,Conditions,fidp9342,High White Blood Cell Count,,,,C0023518,,,Active
conditionfidp9343,condition,Conditions,fidp9343,Hip Arthritis,uh5192,hip osteoarthritis,Condition,,,,Active
conditionfidp8552,condition,Conditions,fidp8552,Hip Bursitis,uh3444,hip bursitis,Condition,,,,Active
conditionfidp193,condition,Conditions,fidp193,Hip Dysplasia,gapdoc00093,developmental dysplasia of hip (DDH),Condition,,,,Active
conditionfidp9344,condition,Conditions,fidp9344,Hip Flexor Strain,,,,,bo1616 ,,Active
conditionfidp9345,condition,Conditions,fidp9345,Hip Fracture,ut2001,"hip, stress fracture",Condition,,,,Active
conditionfidp910,condition,Conditions,fidp910,Hip Injuries and Problems,,,,,,BROAD,Active
conditionfidp9346,condition,Conditions,fidp9346,Hip Pain,uh2724,hip pain,Symptom,,,,Active
conditionfidp9347,condition,Conditions,fidp9347,Hip Sprain,zp4322,hip sprain,Condition,,,,Active
conditionfidp9348,condition,Conditions,fidp9348,Hirschsprung's Disease,,,,,hw183346 ,,Active
conditionfidp2402,condition,Conditions,fidp2402,Hirsutism,tw12235,Hirsutism,Condition,,,,Active
conditionfidp2404,condition,Conditions,fidp2404,HIV/AIDS,,,,,,MULTI,Active
conditionfidp2405,condition,Conditions,fidp2405,Hives,,,,,,MULTI,Active
conditionfidp9349,condition,Conditions,fidp9349,Hoarding Disorder,,,,,abq2245 ,,Active
conditionfidp2406,condition,Conditions,fidp2406,Hoarseness,tw12444,hoarseness,Condition,,,,Active
conditionfidp9350,condition,Conditions,fidp9350,Hodgkin's Lymphoma,uh3328,hodgkin's lymphoma,Condition,,,,Active
conditionfidp8555,condition,Conditions,fidp8555,Homocystinuria,,,,,tu2113 ,,Active
conditionfidp9351,condition,Conditions,fidp9351,Hospital Infections,zp4284,hospital infection,Prevention,,,,Active
conditionfidp8713,condition,Conditions,fidp8713,Hospital-Acquired Pneumonia,,,,,ug2993,,Active
conditionfidp8683,condition,Conditions,fidp8683,Hot Flashes,,,,,hw228097 ,,Active
conditionfidp5024,condition,Conditions,fidp5024,Human Bites,uh3293,human bite,Condition,,,,Active
conditionfidp9352,condition,Conditions,fidp9352,Hunter Syndrome,,,,C0026705,,,Active
conditionfidp9353,condition,Conditions,fidp9353,Huntington's Disease,,,,C0020179,,,Active
conditionfidp1074,condition,Conditions,fidp1074,Hydroceles,zx4119,hydrocele,Condition,,,,Active
conditionfidp9354,condition,Conditions,fidp9354,Hyperemesis Gravidarum (HG),tw12378,hyperemesis gravidarum,Condition,,,,Active
conditionfidp9355,condition,Conditions,fidp9355,Hyperlipidemia,,,,,uf8697,,Active
conditionfidp3040,condition,Conditions,fidp3040,Hyperparathyroidism,ut2966,hyperparathyroidism,Condition,,,,Active
conditionfidp1143,condition,Conditions,fidp1143,Hyperthyroidism,ut2261,hyperthyroidism,Condition,,,,Active
conditionfidp397,condition,Conditions,fidp397,Hypertrophic Cardiomyopathy,ut2772,hypertrophic cardiomyopathy,Condition,,,,Active
conditionfidp133,condition,Conditions,fidp133,Hyperventilation,bu1261,hyperventilation,Condition,,,,Active
conditionfidp5725,condition,Conditions,fidp5725,Hyperviscosity Syndrome,,,,,abp6983,,Active
conditionfidp2410,condition,Conditions,fidp2410,Hyphema,zp4205,hyphema,Condition,,,,Active
conditionfidp2414,condition,Conditions,fidp2414,Hypomania,,,,,aa167947,,Active
conditionfidp3042,condition,Conditions,fidp3042,Hypoparathyroidism,ut2671,hypoparathyroidism,Condition,,,,Active
conditionfidp707,condition,Conditions,fidp707,Hypoplastic Left Heart Syndrome,,,,C0152101,,,Active
conditionfidp1799,condition,Conditions,fidp1799,Hypospadias,zc1131,hypospadias,Condition,,,,Active
conditionfidp1366,condition,Conditions,fidp1366,Hypothermia,av2597,hypothermia,Condition,,,,Active
conditionfidp530,condition,Conditions,fidp530,Hypothyroidism,ut2277,hypothyroidism,Condition,,,,Active
conditionfidp2416,condition,Conditions,fidp2416,Hypoxemia,,,,C0700292,,,Active
conditionfidp9356,condition,Conditions,fidp9356,Idiopathic Thrombocytopenic Purpura (ITP),ut2282,idiopathic thrombocytopenia purpura (ITP),Condition,,,,Active
conditionfidp932,condition,Conditions,fidp932,Iliotibial Band Syndrome (ITBS),bo1567,iliotibial band syndrome,Condition,,,,Active
conditionfidp2417,condition,Conditions,fidp2417,Imperforate Hymen,uf8633,imperforate hymen,Condition,,,,Active
conditionfidp763,condition,Conditions,fidp763,Impetigo,tw12201,impetigo,Condition,,,,Active
conditionfidp9357,condition,Conditions,fidp9357,Incomplete Miscarriage,uh2809,incomplete miscarraige,Condition,,,,Active
conditionfidp1687,condition,Conditions,fidp1687,Incontinence,,,,,,MULTI,Active
conditionfidp1511,condition,Conditions,fidp1511,Indigestion,uh3195,dyspepsia (heartburn/indigestion),Symptom,,,,Active
conditionfidp8832,condition,Conditions,fidp8832,Infant Respiratory Distress Syndrome (RDS),,,,C0035220,,,Active
conditionfidp1286,condition,Conditions,fidp1286,Infantile Spasms,,,,C0037769,,,Active
conditionfidp9358,condition,Conditions,fidp9358,Infections (General),,,,,,BROAD,Active
conditionfidp1282,condition,Conditions,fidp1282,Infertility,uh4134,"infertility, famale and male",Condition,,,,Active
conditionfidp1625,condition,Conditions,fidp1625,Inflammatory Bowel Disease (IBD),,,,,,MULTI,Active
conditionfidp9359,condition,Conditions,fidp9359,Ingested Poison,zp4109,drug or poison ingestion,Condition,,,,Active
conditionfidp3257,condition,Conditions,fidp3257,Ingrown Nail,uf7575,ingrown toenail,Condition,,,,Active
conditionfidp2425,condition,Conditions,fidp2425,Inguinal Hernia,te8190,inguinal hernia,Condition,,,,Active
conditionfidp1420,condition,Conditions,fidp1420,Injuries (General),,,,,,BROAD,Active
conditionfidp8557,condition,Conditions,fidp8557,Insect Bites and Stings,,,,,,MULTI,Active
conditionfidp3207,condition,Conditions,fidp3207,Insect Sting Allergies,,,,,rt1315 ,,Active
conditionfidp1550,condition,Conditions,fidp1550,Insomnia,bo1398,insomnia,Condition,,,,Active
conditionfidp8558,condition,Conditions,fidp8558,Insulin Resistance,ut2986,metabolic syndrome,Condition,,,,Active
conditionfidp8725,condition,Conditions,fidp8725,Intermittent Claudication,,,,C0021775,,,Active
conditionfidp2426,condition,Conditions,fidp2426,Interstitial Cystitis,zc1111,interstitial cystitis,Condition,,,,Active
conditionfidp2427,condition,Conditions,fidp2427,Interstitial Lung Disease,zc1925,interstitial lung disease,Unknown,,,,Active
conditionfidp93,condition,Conditions,fidp93,Intestinal Malrotation,,,,,,MULTI -RD/dmap (look at uf4392),Active
conditionfidp2428,condition,Conditions,fidp2428,Intoeing,uf8619,In-toeing (metatarsus adductus),Condition,,,,Active
conditionfidp9360,condition,Conditions,fidp9360,Intraocular (Uveal) Melanoma,,,,,ncicdr0000258015 ,,Active
conditionfidp9361,condition,Conditions,fidp9361,Intraventricular Hemorrhage (IVH),abk4206,intraventricular hemorrhage of newborn,Condition,,,,Active
conditionfidp2429,condition,Conditions,fidp2429,Intussusception,gapdoc00105,intussusception,Condition,,,,Active
conditionfidp8447,condition,Conditions,fidp8447,Iron Deficiency Anemia,uf8380,iron deficiency anemia,Condition,,,,Active
conditionfidp2431,condition,Conditions,fidp2431,Irritable Bowel Syndrome (IBS),uf7648,irritable bowel syndrome,Condition,,,,Active
conditionfidp8562,condition,Conditions,fidp8562,Ischemia,,,,,ue4662abc ,,Active
conditionfidp9362,condition,Conditions,fidp9362,Islet Cell Tumors (Pancreatic Neuroendocrine Tumors),,,,,ncicdr0000062678,,Active
conditionfidp1818,condition,Conditions,fidp1818,Jaundice,zc1011,jaundice (adult),Condition,,,,Active
conditionfidp9363,condition,Conditions,fidp9363,Jaundice in Newborns,uh4439,neonatal jaundice,Condition,,,,Active
conditionfidp8561,condition,Conditions,fidp8561,Jaw Problems,,,,,,MULTI,Active
conditionfidp8560,condition,Conditions,fidp8560,Jet Lag,,,,C0231311,,,Active
conditionfidp454,condition,Conditions,fidp454,Jock Itch,uh4967,tinea cruris (jock itch),Condition,,,,Active
conditionfidp8559,condition,Conditions,fidp8559,Joint Pain (General),uf8647,joint pain (nos),Symptom,,,,Active
conditionfidp9364,condition,Conditions,fidp9364,Jumper's Knee (Patellar Tendinitis),,,,,"tn8387, bo1598",,Active
conditionfidp533,condition,Conditions,fidp533,Juvenile Idiopathic Arthritis (JIA),uf8805,juvenile rheumatoid arthritis,Condition,,,,Active
conditionfidp9365,condition,Conditions,fidp9365,Kaposi's Sarcoma,,,,C0036220,,,Active
conditionfidp1240,condition,Conditions,fidp1240,Kawasaki Disease,zc1489,kawasaki disease,Condition,,,,Active
conditionfidp2433,condition,Conditions,fidp2433,Keloids,,,,C0022548,,,Active
conditionfidp2434,condition,Conditions,fidp2434,Keratitis,,,,,,MULTI,Active
conditionfidp9366,condition,Conditions,fidp9366,Keratosis Pilaris (KP),,,,C0263383,,,Active
conditionfidp976,condition,Conditions,fidp976,Kernicterus,,,,,ue5852 ,,Active
conditionfidp2435,condition,Conditions,fidp2435,Kidney Cancer,uh4652,kidney cancer,Condition,,,,Active
conditionfidp244,condition,Conditions,fidp244,Kidney Disease,,,,,,MULTI,Active
conditionfidp9367,condition,Conditions,fidp9367,Kidney Infection,bu1285,pyelonephritis,Condition,,,,Active
conditionfidp1453,condition,Conditions,fidp1453,Kidney Stones,ut1640,kidney stone,Condition,,,,Active
conditionfidp8925,condition,Conditions,fidp8925,Kissing Bugs,,,,,abo5978 ,,Active
conditionfidp39,condition,Conditions,fidp39,Klinefelter Syndrome,,,,C0022735,,,Active
conditionfidp9368,condition,Conditions,fidp9368,Knee Arthritis,uf9674,knee osteoarthritis ,Condition,,,,Active
conditionfidp8564,condition,Conditions,fidp8564,Knee Bursitis,uh3449,kneecap bursitis,Condition,,,,Active
conditionfidp1191,condition,Conditions,fidp1191,Knee Injuries and Problems,,,,,,BROAD,Active
conditionfidp9369,condition,Conditions,fidp9369,Knee Pain,bo1378,knee pain,Symptom,,,,Active
conditionfidp9370,condition,Conditions,fidp9370,Knee Sprain,bo1382,knee sprain,Condition,,,,Active
conditionfidp805,condition,Conditions,fidp805,Kyphosis,uf8887,kyphosis,Condition,,,,Active
conditionfidp2437,condition,Conditions,fidp2437,Labial Adhesion,zx4356,labial adhesions,Condition,,,,Active
conditionfidp60,condition,Conditions,fidp60,Labyrinthitis,ug6290,labyrinthitis,Condition,,,,Active
conditionfidp2438,condition,Conditions,fidp2438,Lactose Intolerance,ut2936,lactose intolerance,Condition,,,,Active
conditionfidp428,condition,Conditions,fidp428,Lambert-Eaton Syndrome,,,,C0022972,,,Active
conditionfidp9099,condition,Conditions,fidp9099,Langerhans Cell Histiocytosis,,,,,ncicdr0000597824 ,,Active
conditionfidp2444,condition,Conditions,fidp2444,Large for Gestational Age,,,,,abo5653,,Active
conditionfidp9371,condition,Conditions,fidp9371,Laryngeal Cancer,,,,C0007107,,,Active
conditionfidp357,condition,Conditions,fidp357,Laryngitis,uf7938,laryngitis (Scope Note),Condition,,,,Active
conditionfidp5727,condition,Conditions,fidp5727,Laryngomalacia,,,,,abp6987,,Active
conditionfidp9372,condition,Conditions,fidp9372,Lateral Collateral Ligament (LCL) Injury,,,,C0160080,,,Active
conditionfidp8220,condition,Conditions,fidp8220,Latex Allergies,,,,,aa113769spec,,Active
conditionfidp1513,condition,Conditions,fidp1513,Lazy Eye (Amblyopia),ut2121,amblyopia/strabismus,Condition,,,,Active
conditionfidp8567,condition,Conditions,fidp8567,Lead Poisoning,uf9093,lead poisoning (Scope Note),Condition,,,,Active
conditionfidp9373,condition,Conditions,fidp9373,Leaky Stool (Encopresis),gapdoc00033,encopresis (leaky stool),Condition,,,,Active
conditionfidp2440,condition,Conditions,fidp2440,Learning Disabilities,,,,,abl1797,,Active
conditionfidp2441,condition,Conditions,fidp2441,Leg Injuries and Problems,,,,,,BROAD,Active
conditionfidp9374,condition,Conditions,fidp9374,Leg Pain,av2605,"leg pain, nos",Condition,,,,Active
conditionfidp2442,condition,Conditions,fidp2442,Legg-Calve-Perthes Disease (LCPD),,,,C0023234,,,Active
conditionfidp9375,condition,Conditions,fidp9375,Legionnaires' Disease and Pontiac Fever,,,,,ug2994 ,,Active
conditionfidp1620,condition,Conditions,fidp1620,Lennox-Gastaut Syndrome,,,,,d23739660 ,,Active
conditionfidp1508,condition,Conditions,fidp1508,Leprosy,,,,C0023343,,,Active
conditionfidp691,condition,Conditions,fidp691,Leptospirosis,uh4932,leptospirosis,Condition,,,,Active
conditionfidp9376,condition,Conditions,fidp9376,Leriche's Syndrome,,,,C0023370,,,Active
conditionfidp322,condition,Conditions,fidp322,Leukemia,uh3313,leukemia,Condition,,,,Active
conditionfidp2443,condition,Conditions,fidp2443,Leukoplakia,zc1749,oral leukoplakia,Condition,,,,Active
conditionfidp700,condition,Conditions,fidp700,Lice,,,,,,MULTI,Active
conditionfidp1610,condition,Conditions,fidp1610,Lichen Planus,,,,C0023646,,,Active
conditionfidp3045,condition,Conditions,fidp3045,Lightheadedness,ug3555,lightheadedness (not vertigo),Condition,,,,Active
conditionfidp9377,condition,Conditions,fidp9377,Lipoma,uf8097,lipoma,Condition,,,,Active
conditionfidp8569,condition,Conditions,fidp8569,Listeriosis,,,,C0023860,,,Active
conditionfidp9378,condition,Conditions,fidp9378,Little Leaguer's Elbow,,,,,zp4488 ,,Active
conditionfidp930,condition,Conditions,fidp930,Liver Cancer,ut3445,liver cancer,Condition,,,,Active
conditionfidp9379,condition,Conditions,fidp9379,Liver Disease,,,,,,BROAD,Active
conditionfidp9380,condition,Conditions,fidp9380,Lou Gehrig's Disease (ALS),zc1391,"ALS, amyotrophic lateral sclerosis",Condition,,,,Active
conditionfidp9381,condition,Conditions,fidp9381,Low Back Arthritis (Lumbar Spondylosis),,,,,zp4382 ,,Active
conditionfidp9382,condition,Conditions,fidp9382,Low Blood Calcium (Hypocalcemia),uh4644,hypocalcemia,Condition,,,,Active
conditionfidp729,condition,Conditions,fidp729,Low Blood Pressure,uh3404,low blood pressure,Condition,,,,Active
conditionfidp2411,condition,Conditions,fidp2411,Low Blood Sugar (Hypoglycemia),te8275,hypoglycemia,Condition,,,,Active
conditionfidp9383,condition,Conditions,fidp9383,Low HDL Cholesterol,zc1221,low HDL,Condition,,,,Active
conditionfidp9384,condition,Conditions,fidp9384,Low Potassium Level (Hypokalemia),ut3461,hypokalemia,Condition,,,,Active
conditionfidp2350,condition,Conditions,fidp2350,Low Sex Drive,zc1101,decreased libido,Symptom,,,,Active
conditionfidp9385,condition,Conditions,fidp9385,Low Sodium Level (Hyponatremia),ut3465,hyponatremia,Condition,,,,Active
conditionfidp9386,condition,Conditions,fidp9386,Low Testosterone (Male Hypogonadism),ut2976,hypogonadism,Condition,,,,Active
conditionfidp9387,condition,Conditions,fidp9387,Lower GI Bleeding,zp4089,GI bleeding (lower),Condition,,,,Active
conditionfidp8726,condition,Conditions,fidp8726,Low-Lying Placenta,,,,C2081572,,,Active
conditionfidp3047,condition,Conditions,fidp3047,Lumbar Spinal Stenosis,uh5196,"spinal stenosis, lumbar",Condition,,,,Active
conditionfidp1139,condition,Conditions,fidp1139,Lung Cancer,tw12466,lung cancer,Condition,,,,Active
conditionfidp9388,condition,Conditions,fidp9388,Lung Contusion,,,,,abo2685 ,,Active
conditionfidp272,condition,Conditions,fidp272,Lung Infection,,,,,,MULTI,Active
conditionfidp5012,condition,Conditions,fidp5012,Lung Nodules,,,,,"abp5538,tw7941",,Active
conditionfidp655,condition,Conditions,fidp655,Lupus,tw12408,lupus,Condition,,,,Active
conditionfidp1585,condition,Conditions,fidp1585,Lyme Disease,uf8384,lyme disease,Condition,,,,Active
conditionfidp2448,condition,Conditions,fidp2448,Lymphedema,uf8973,lymphedema,Condition,,,,Active
conditionfidp9389,condition,Conditions,fidp9389,Lymphomas,,,,,,BROAD,Active
conditionfidp234,condition,Conditions,fidp234,Macular Degeneration,ut1929,macular degeneration,Condition,,,,Active
conditionfidp1350,condition,Conditions,fidp1350,Mad Cow Disease,,,,,tu6533,,Active
conditionfidp9391,condition,Conditions,fidp9391,Major Burns,,,,,,MULTI,Active
conditionfidp9392,condition,Conditions,fidp9392,Malabsorption Syndromes,,,,C0024523,,,Active
conditionfidp1066,condition,Conditions,fidp1066,Malaria,gapdoc00218,Malaria,Condition,,,,Active
conditionfidp9393,condition,Conditions,fidp9393,Male Genital Injuries and Problems,,,,,,BROAD,Active
conditionfidp8572,condition,Conditions,fidp8572,Malignant High Blood Pressure,,,,,zp3151abc,,Active
conditionfidp9394,condition,Conditions,fidp9394,Malignant Hyperthermia (MH),,,,C0024591,,,Active
conditionfidp1703,condition,Conditions,fidp1703,Mallet Finger,bo1432,mallet finger,Condition,,,,Active
conditionfidp3048,condition,Conditions,fidp3048,Malocclusion,gapdoc00162,malocclusion,Condition,,,,Active
conditionfidp544,condition,Conditions,fidp544,Marfan Syndrome,uf7509,marfan syndrome,Condition,,,,Active
conditionfidp9395,condition,Conditions,fidp9395,Marijuana Use,,,,,"aa52518,abo8835,abo8935",,Active
conditionfidp8575,condition,Conditions,fidp8575,Marine Stings and Scrapes,ug5994,marine stings/scrapes,Condition,,,,Active
conditionfidp2449,condition,Conditions,fidp2449,Mastoiditis,abo9094,mastoiditis,Condition,,,,Active
conditionfidp9390,condition,Conditions,fidp9390,MDRO Infections,,,,C0242640,,,Active
conditionfidp1330,condition,Conditions,fidp1330,Measles,av2613,measles,Condition,,,,Active
conditionfidp9396,condition,Conditions,fidp9396,Meckel's Diverticulum,ut2382,meckel's diverticulum,Condition,,,,Active
conditionfidp2451,condition,Conditions,fidp2451,Meconium Staining,abn2899,meconium staining,Condition,,,,Active
conditionfidp9397,condition,Conditions,fidp9397,Medial Collateral Ligament (MCL) Injury,uf8329,medial collateral ligament sprain,Condition,,,,Active
conditionfidp2452,condition,Conditions,fidp2452,Melasma,,,,,uh4314,,Active
conditionfidp604,condition,Conditions,fidp604,Memory Problems,,,,,,MULTI,Active
conditionfidp9398,condition,Conditions,fidp9398,Meniere's Disease,ut3011,Meniere's disease,Condition,,,,Active
conditionfidp845,condition,Conditions,fidp845,Meningitis,,,,,,MULTI,Active
conditionfidp3050,condition,Conditions,fidp3050,Meniscus Tear,uf8536,meniscus tear,Condition,,,,Active
conditionfidp9399,condition,Conditions,fidp9399,Menkes Disease,,,,C0022716,,,Active
conditionfidp296,condition,Conditions,fidp296,Menopause,abn1925,menopause,Unknown,,,,Active
conditionfidp3051,condition,Conditions,fidp3051,Menstrual Cycles (Periods),uh4138,"menstrual cycle, normal",Anatomy and Physiology,,,,Active
conditionfidp9400,condition,Conditions,fidp9400,Menstrual Pain and Cramps,uf7084,dysmenorrhea,Condition,,,,Active
conditionfidp1780,condition,Conditions,fidp1780,Mental Health Disorders,,,,,,BROAD,Active
conditionfidp2454,condition,Conditions,fidp2454,Meralgia Paresthetica,av2711,meralgia paresthetica,Symptom,,,,Active
conditionfidp8579,condition,Conditions,fidp8579,Mercury Poisoning,,,,,tn6745spec ,,Active
conditionfidp9080,condition,Conditions,fidp9080,Merkel Cell Carcinoma,,,,,ncicdr0000441548 ,,Active
conditionfidp66,condition,Conditions,fidp66,Mesothelioma,,,,,ncicdr0000269299,,Active
conditionfidp2455,condition,Conditions,fidp2455,Metabolic Encephalopathy,,,,C0006112,,,Active
conditionfidp1206,condition,Conditions,fidp1206,Metabolic Syndrome,ut2986,metabolic syndrome,Condition,,,,Active
conditionfidp9120,condition,Conditions,fidp9120,Metastatic Squamous Neck Cancer,,,,,ncicdr0000258020 ,,Active
conditionfidp8911,condition,Conditions,fidp8911,Metatarsal Fracture,bo1034,metatarsal fracture,Condition,,,,Active
conditionfidp9401,condition,Conditions,fidp9401,Middle Ear Fluid,zx4127,otitis serous,Condition,,,,Active
conditionfidp5062,condition,Conditions,fidp5062,Migraine Headaches,ut1820,migraine headache,Condition,,,,Active
conditionfidp9402,condition,Conditions,fidp9402,Milk Allergy,ug6376,milk allergy (different than lactose intolerance),Condition,,,,Active
conditionfidp3074,condition,Conditions,fidp3074,Mini-Stroke (TIA),tw12322,trasient ischemic attack (TIA),Condition,,,,Active
conditionfidp1632,condition,Conditions,fidp1632,Miscarriage,uf7231,miscarriage,Condition,,,,Active
conditionfidp510,condition,Conditions,fidp510,Missed or Irregular Periods,,,,,,MULTI,Active
conditionfidp8581,condition,Conditions,fidp8581,Mitral Valve Prolapse,uh3439,mitral valve prolapse,Condition,,,,Active
conditionfidp8582,condition,Conditions,fidp8582,Mitral Valve Regurgitation,zc1679,mitral valve regurgitation,Condition,,,,Active
conditionfidp5714,condition,Conditions,fidp5714,Mitral Valve Stenosis,uh3323,mitral valve stenosis,Condition,,,,Active
conditionfidp1120,condition,Conditions,fidp1120,Molar Pregnancy,tw12374,molar pregnancy,Condition,,,,Active
conditionfidp8583,condition,Conditions,fidp8583,Mold Allergies,,,,,rt1235 ,,Active
conditionfidp2458,condition,Conditions,fidp2458,Moles,uh4963,benign moles,Condition,,,,Active
conditionfidp9403,condition,Conditions,fidp9403,Mono (Mononucleosis),tw12342,mononucleosis,Condition,,,,Active
conditionfidp2459,condition,Conditions,fidp2459,Mood Disorders,,,,,ad1612 ,,Active
