facetName,facetValueId,facetValueLabel
Conditions,fidp9537,UV Keratitis
Conditions,fidp9545,Uveitis and Iritis
Conditions,fidp2571,Vaginal and Vulvar Cancer
Conditions,fidp1026,Vaginal Bleeding
Conditions,fidp9546,Vaginal Bleeding During Pregnancy
Conditions,fidp3210,Vaginal Fistula
Conditions,fidp2572,Vaginal Rashes and Sores
Conditions,fidp8718,Vaginal Vault Prolapse
Conditions,fidp8649,Vaginal Yeast Infection
Conditions,fidp2573,Vaginismus
Conditions,fidp9547,Vaginitis
Conditions,fidp3254,Valley Fever
Conditions,fidp2574,Vancomycin-Resistant Enterococci (VRE)
Conditions,fidp8642,Variceal Bleeding
Conditions,fidp1419,Varicose Veins
Conditions,fidp9548,Vascular Inflammation (Vasculitis)
Conditions,fidp127,Venous Insufficiency
Conditions,fidp9549,Ventricular Septal Defect (VSD)
Conditions,fidp8643,Ventricular Tachycardia (V-Tach)
Conditions,fidp1899,Vertigo
Conditions,fidp8708,Vesicoureteral Reflux (VUR)
Conditions,fidp2578,Viral Infections
Conditions,fidp9550,Viral Meningitis
Conditions,fidp519,Vision Problems
Conditions,fidp9551,Vitamin D Deficiency
Conditions,fidp2579,Vitiligo
Conditions,fidp1421,Voice Problems
Conditions,fidp9552,Volvulus
Conditions,fidp9553,Von Willebrand's Disease
Conditions,fidp3078,Vulvar Dermatitis
Conditions,fidp9554,Vulvar Pain (Vulvodynia)
Conditions,fidp430,Warts
Conditions,fidp3037,Water on the Brain (Hydrocephalus)
Conditions,fidp9555,Water Warts (Molluscum Contagiosum)
Conditions,fidp9556,Weakness
Conditions,fidp588,Wernicke-Korsakoff Syndrome (WKS)
Conditions,fidp9557,West Nile Encephalitis
Conditions,fidp157,West Nile Virus
Conditions,fidp8644,Wheezing
Conditions,fidp1272,Whiplash
Conditions,fidp9558,Whipple Disease
Conditions,fidp9559,Whooping Cough (Pertussis)
Conditions,fidp9107,Wilms Tumor
Conditions,fidp9560,Wilson's Disease
Conditions,fidp9561,Wisdom Tooth Problems
Conditions,fidp1538,Wolff-Parkinson-White Syndrome (WPW)
Conditions,fidp2583,Wrist Injuries and Problems
Conditions,fidp3080,Wrist Sprain
Conditions,fidp9562,Wrist Tendinitis
Conditions,fidp15,Yaws
Conditions,fidp8709,Yellow Fever
Conditions,fidp9563,Yersiniosis
Conditions,fidp1689,Zollinger-Ellison Syndrome (ZES)
Focus,fidp5042,Causes
Focus,fidp5000,Complications & Comorbidities
Focus,fidp1952,Diagnostics
Focus,fidp5050,Emotional & Social Support
Focus,fidp8932,Management
Focus,fidp1946,Overview
Focus,fidp1949,Prevention
Focus,fidp1948,Signs & Symptoms
Focus,fidp1947,Treatments
Format,fidp1759,Audio
Format,fidp1070,Image
Format,fidp762,Text
Format,fidp128,Tool
Format,fidp444,Video
Language,fidp484,Canadian English
Language,fidp213,English
Language,fidp1384,Spanish
Life Stage,fidp5712,Adult Health (19-64)
Life Stage,fidp5713,Child & Teen Health (4-18)
Life Stage,fidp5711,Infant & Toddler Health (1-3)
Life Stage,fidp332,Newborn Health (under 1)
Life Stage,fidp1347,Senior Health (65 and over)
Life Stage,fidp5709,Teens (13-18)
Life Stage Topic,fidp8803,Behavior & Emotions
Life Stage Topic,fidp6154,Diseases & Conditions
Life Stage Topic,fidp6078,General Health
Life Stage Topic,fidp6225,Growth & Development
Life Stage Topic,fidp8804,Healthy Aging
Life Stage Topic,fidp6278,Parenting & Caregiving
Life Stage Topic,fidp6155,Safety & Injury Prevention
Life Stage Topic,fidp6080,Screenings & Immunizations
Patienthood,fidp8802,Advance Care Planning
Patienthood,fidp6475,Getting Care
Patienthood,fidp8934,Making a Decision
Patienthood,fidp8935,Managing Pain
Patienthood,fidp5005,Medical Consumerism
Patienthood,fidp8827,Paying for Care
Patienthood,fidp1697,Self-Testing or Monitoring
Patienthood,fidp6446,Social Support
Patienthood,fidp6477,Staying in the Hospital
Patienthood,fidp6478,Taking Medication
Patienthood,fidp291,Using a Medical Device
Patienthood,fidp8936,Working With Your Doctor
Print Friendly,fidp1076,No
Print Friendly,fidp874,Yes
Procedures,fidp7659,Abdominal Aortic Aneurysm (AAA) Repair
Procedures,fidp7660,Abdominal Hernia Repair
Procedures,fidp7661,Abdominal Hysterectomy
Procedures,fidp8745,Abdominal Hysterectomy (Laparoscopic)
Procedures,fidp7662,Abortion
Procedures,fidp7910,Abscess Drainage
Procedures,fidp7663,Achilles Tendon Repair
Procedures,fidp7664,ACL Surgery
Procedures,fidp7665,Acromioplasty
Procedures,fidp7666,Adenoidectomy
Procedures,fidp7667,Adhesions Surgery
Procedures,fidp7668,Allogeneic Stem Cell Transplant
Procedures,fidp7669,Amputation
Procedures,fidp7670,Anal Fistulotomy
Procedures,fidp8248,Anesthesia (General)
Procedures,fidp7671,Angioplasty
Procedures,fidp7672,Ankle Arthroscopy
Procedures,fidp9150,ankle fusion
Procedures,fidp7673,Anorectal Abscess Surgery
Procedures,fidp7674,Anterior Temporal Lobectomy
Procedures,fidp7675,Aortic Aneurysm Repair
Procedures,fidp7676,Aortic Valve Surgery
Procedures,fidp7677,Aortobifemoral Bypass Surgery
Procedures,fidp7678,Appendectomy
Procedures,fidp7679,Arteriovenous Malformation (AVM) Repair
Procedures,fidp8120,Arthrocentesis
Procedures,fidp7680,Arthroplasty
Procedures,fidp7681,Arthroscopic Surgery (General)
Procedures,fidp7682,Artificial Rupture of the Membranes
Procedures,fidp7683,Artificial Urinary Sphincter Placement
Procedures,fidp7684,Atherectomy
Procedures,fidp7685,Aural Atresia Repair
Procedures,fidp7686,Autologous Stem Cell Transplant
Procedures,fidp7687,Axillary Lymph Node Dissection
Procedures,fidp8781,Back Surgery
Procedures,fidp7688,Balloon Valvuloplasty
Procedures,fidp7690,Bartholin Cyst Surgery
Procedures,fidp7691,Biceps Tendon Repair
Procedures,fidp8374,Biliary Drainage
Procedures,fidp7692,Biliopancreatic Diversion
Procedures,fidp8782,Biopsy (General)
Procedures,fidp8903,Birth Control
Procedures,fidp7693,Bladder Augmentation
Procedures,fidp8470,Blood Banking
Procedures,fidp7695,Blood Donation
Procedures,fidp8807,Blood Patch
Procedures,fidp7696,Blood Transfusion
Procedures,fidp8406,Bone Biopsy
Procedures,fidp7697,Bone Fracture Reduction
Procedures,fidp8762,Bone Marrow Aspiration
Procedures,fidp8415,Bone Marrow Biopsy
Procedures,fidp7698,Bone Marrow Transplant
Procedures,fidp7699,Bone Spur Repair
Procedures,fidp8749,Bowel Obstruction Stent Treatment
Procedures,fidp7700,Bowel Resection
Procedures,fidp8836,Brachial Plexus Block
Procedures,fidp7701,Brain Aneurysm Surgery
Procedures,fidp7702,Breast Abscess Drainage
Procedures,fidp8416,Breast Biopsy
Procedures,fidp8783,Breast Cancer Surgery
Procedures,fidp7704,Breast Enlargement Surgery
Procedures,fidp7705,Breast Reconstruction Surgery
Procedures,fidp7706,Breast Reduction Surgery
Procedures,fidp8122,Breast Surgery
Procedures,fidp8922,breast surgery
Procedures,fidp8417,Bronchoscopy
Procedures,fidp7707,Bullectomy
Procedures,fidp7708,Bunion Surgery
Procedures,fidp8736,Burn Care
Procedures,fidp7709,Bursa Aspiration
Procedures,fidp7710,Canaloplasty
Procedures,fidp7712,Cardiac Resynchronization Therapy (Pacemaker)
Procedures,fidp8405,Cardiac Ventriculography
Procedures,fidp7713,Cardioversion
Procedures,fidp7714,Carotid Artery Stenting
Procedures,fidp7715,Carotid Endarterectomy (CEA)
Procedures,fidp7716,Carpal Tunnel Surgery
Procedures,fidp8003,Casting and Splinting
Procedures,fidp7717,Cataract Surgery
Procedures,fidp7718,Catheter Ablation
Procedures,fidp8810,Caudal Block
Procedures,fidp7720,Central Venous Catheterization
Procedures,fidp7721,Cerebral Palsy Orthopedic Surgery
Procedures,fidp8407,Cervical Biopsy
Procedures,fidp7722,Cervical Cerclage
Procedures,fidp7723,Cervical Discectomy
Procedures,fidp8874,Cervical Epidural Steroid Injection
Procedures,fidp7711,Cervical Laser Surgery
Procedures,fidp7724,Cervical Myelopathy Surgery
Procedures,fidp7725,Cervical Spinal Fusion
Procedures,fidp7727,Cesarean Section
Procedures,fidp7728,Chelation Therapy
Procedures,fidp7729,Chemical Ablation
Procedures,fidp7730,Chemical Peels
Procedures,fidp8573,Chemotherapy
Procedures,fidp7731,Chest Tube Insertion
Procedures,fidp8754,Choanal Atresia Repair
Procedures,fidp7733,Circumcision
Procedures,fidp7734,Cleft Lip Repair
Procedures,fidp7735,Cleft Palate Repair
Procedures,fidp7736,Closed Reduction of Fractured Bone
Procedures,fidp7738,Clotting Factor Replacement
Procedures,fidp7739,Cochlear Implant Surgery
Procedures,fidp8418,Colonoscopy
Procedures,fidp7740,Colostomy
Procedures,fidp8420,Colposcopy
Procedures,fidp7741,Cone Biopsy
Procedures,fidp7742,Congenital Heart Defect Repair
Procedures,fidp8739,Continuous Passive Motion (CPM) Therapy
Procedures,fidp8471,Continuous Positive Airway Pressure (CPAP) Therapy
Procedures,fidp7743,Corneal Ring Implants
Procedures,fidp7744,Corneal Transplant
Procedures,fidp8784,Coronary Angioplasty
Procedures,fidp7745,Coronary Artery Bypass Surgery
Procedures,fidp8785,Corpus Callosotomy
Procedures,fidp8765,Corticosteroid (Steroid) Injection
Procedures,fidp7747,Cosmetic Procedures
Procedures,fidp7748,Craniotomy
Procedures,fidp8738,Crohn's Disease Surgery
Procedures,fidp7749,Cryopexy
Procedures,fidp7750,Cryotherapy
Procedures,fidp7752,Cryotherapy of the Cervix
Procedures,fidp7753,Curettage
Procedures,fidp7754,Curettage and Electrosurgery
Procedures,fidp8786,Cyclodestructive Surgery
Procedures,fidp7755,Cystectomy
Procedures,fidp7756,Cystocele (Bladder Prolapse) Surgery
Procedures,fidp8404,Cystoscopy
Procedures,fidp7758,De Quervain's Tendon Surgery
Procedures,fidp8787,Debridement
Procedures,fidp8766,Decompressive Surgery
Procedures,fidp7759,Deep Brain Stimulation (DBS)
Procedures,fidp8472,Dental Fillings and Crowns
Procedures,fidp7760,Dental Implants
Procedures,fidp8809,Dental Sealants
Procedures,fidp8756,Dental Splints for Temporomandibular Disorders
Procedures,fidp7761,Dermabrasion
Procedures,fidp7986,Deviated Septum Repair
Procedures,fidp7762,Dialysis
Procedures,fidp7763,Dilation and Curettage (D&C)
Procedures,fidp7764,Dilation and Evacuation (D&E)
Procedures,fidp7765,Drug-Eluting Stenting
Procedures,fidp7766,Dupuytren's Contracture Surgery
Procedures,fidp7767,Ear Tube Placement
Procedures,fidp7768,Elbow Arthroscopy
Procedures,fidp7769,Electrical Nerve Stimulation
Procedures,fidp7770,Electrical Stimulation for Urinary Incontinence
Procedures,fidp7719,Electrocautery
Procedures,fidp7771,Electroconvulsive Therapy (ECT)
Procedures,fidp7772,Electrolysis
Procedures,fidp7775,Endometrial Ablation
Procedures,fidp8408,Endometrial Biopsy
Procedures,fidp7776,Endometriosis Surgery
Procedures,fidp7777,Endoscopic Carpal Tunnel Surgery
Procedures,fidp7779,Endoscopic Retrograde Cholangiopancreatogram (ERCP)
Procedures,fidp8102,Endoscopic Sclerotherapy
Procedures,fidp7780,Endoscopic Sinus Surgery
Procedures,fidp8430,Endoscopy (General)
Procedures,fidp8767,Endotracheal Intubation
Procedures,fidp7781,Endovascular Aneurysm Repair (EVAR)
Procedures,fidp7782,Endovascular Carotid Stent Placement
Procedures,fidp7784,Enterocele (Small Bowel Prolapse) Surgery
Procedures,fidp7785,Epidural Anesthesia
Procedures,fidp8473,Epidural Steroid Injection
Procedures,fidp8788,Epiphysiodesis
Procedures,fidp7786,Episiotomy
Procedures,fidp7788,Esophageal Dilation
Procedures,fidp7789,Esophagectomy
Procedures,fidp8789,Excision of Malignant Skin Lesion
Procedures,fidp7791,External Cephalic Version for Breech Position
Procedures,fidp7793,Eyelid Surgery
Procedures,fidp7794,Face-Lift
Procedures,fidp8833,Facet Joint Injection
Procedures,fidp7795,Facial Trauma Repair
Procedures,fidp7797,Fallopian Tube Procedures
Procedures,fidp7799,Femoral Endarterectomy
Procedures,fidp8889,Femoral Nerve Block
Procedures,fidp7800,Femoral-Tibial Bypass Surgery
Procedures,fidp7801,Femoropopliteal Bypass (Fem-Pop Bypass)
Procedures,fidp7802,Fetal Blood Transfusion
Procedures,fidp8763,Fine Needle Aspiration
Procedures,fidp7803,Flap Procedure for Gum Disease
Procedures,fidp7804,Foot Amputation
Procedures,fidp7805,Foot Surgery
Procedures,fidp7806,Forceps-Assisted Delivery
Procedures,fidp7810,Fundoplication Surgery
Procedures,fidp7811,Gallbladder Removal Surgery
Procedures,fidp7812,Ganglion Aspiration
Procedures,fidp7813,Ganglion Cyst Removal
Procedures,fidp7814,Gastrectomy
Procedures,fidp7815,Gastric Banding
Procedures,fidp7816,General Anesthesia
Procedures,fidp8409,Genital Warts Biopsy
Procedures,fidp8740,Genital Warts Removal
Procedures,fidp7817,Gingivectomy
Procedures,fidp7818,Glaucoma Surgery
Procedures,fidp7819,Goniotomy
Procedures,fidp7820,Hair Transplant Surgery
Procedures,fidp7821,Hammer Toe Surgery
Procedures,fidp7822,Hand Surgery
Procedures,fidp8474,Heart Catheterization
Procedures,fidp7823,Heart Defect Repair
Procedures,fidp7824,Heart Transplant
Procedures,fidp7825,Heart Valve Surgery
Procedures,fidp7826,Hemispherectomy
Procedures,fidp7827,Hemodialysis
Procedures,fidp8744,Hemodialysis Vascular Access
Procedures,fidp7846,Hemorrhoid Incision
Procedures,fidp7828,Hemorrhoid Infrared Photocoagulation
Procedures,fidp7829,Hemorrhoid Rubber Band Ligation
Procedures,fidp7830,Hemorrhoidectomy
Procedures,fidp7831,Hepatic Artery Infusion Pump Placement
Procedures,fidp7832,Hernia Repair
Procedures,fidp7833,Herniated Disc Repair
Procedures,fidp7834,Hip Fracture Surgery
Procedures,fidp7835,Hip Replacement Surgery
Procedures,fidp7836,Hip Resurfacing
Procedures,fidp7837,Hydrocelectomy
Procedures,fidp7838,Hyperbaric Oxygen Therapy
Procedures,fidp7839,Hypospadias Repair
Procedures,fidp7840,Hysterectomy
Procedures,fidp8396,Hysteroscopy
Procedures,fidp7841,Ileoanal Anastomosis
Procedures,fidp7842,Ileostomy
Procedures,fidp7843,Iliofemoral Artery Angioplasty
Procedures,fidp7844,Immunotherapy
Procedures,fidp8475,Implantable Cardioverter-Defibrillator (ICD) Placement
Procedures,fidp7845,In Vitro Fertilization (IVF)
Procedures,fidp8757,Infertility Treatments
Procedures,fidp7848,Inguinal Hernia Repair
Procedures,fidp7849,Insemination Procedures
Procedures,fidp7850,Intestinal Transplant
Procedures,fidp7851,Intra-Aortic Balloon Pump Implantation
Procedures,fidp7852,Intracytoplasmic Sperm Injection
Procedures,fidp7853,Intradiscal Electrothermal Therapy (IDET)
Procedures,fidp7854,Intramuscular (IM) Injection
Procedures,fidp7855,Intraocular Lens (IOL) Implant
Procedures,fidp7856,Intraoperative Cholangiogram
Procedures,fidp8790,Islet Transplantation
Procedures,fidp8748,Isolation Procedures
Procedures,fidp7857,IUD Insertion and Removal
Procedures,fidp7746,Jaw Correction Surgery
Procedures,fidp7858,Joint Fusion Surgery
Procedures,fidp7859,Joint Injections
Procedures,fidp7860,Joint Surgery
Procedures,fidp8425,Kidney Biopsy
Procedures,fidp7861,Kidney Stone Removal
Procedures,fidp7862,Kidney Transplant
Procedures,fidp7864,Knee Arthroscopy
Procedures,fidp7879,Knee Cap Surgery
Procedures,fidp7865,Knee Replacement Surgery
Procedures,fidp7866,Kyphoplasty
Procedures,fidp7867,Labor Induction
Procedures,fidp8905,Laceration Repair
Procedures,fidp7868,Laminectomy
Procedures,fidp8791,Laminotomy
Procedures,fidp9165,Laparoscopic Myomectomy
Procedures,fidp8397,Laparoscopy
Procedures,fidp7869,Laparotomy
Procedures,fidp7870,Laryngectomy
Procedures,fidp8411,Laryngoscopy
Procedures,fidp7878,Laser Eye Surgery
Procedures,fidp8768,Laser Hair Removal
Procedures,fidp7871,Laser Iridotomy
Procedures,fidp7872,Laser Photocoagulation
Procedures,fidp7873,Laser Resurfacing
Procedures,fidp7874,Laser Surgery for Skin Cancer
Procedures,fidp7876,Laser Therapy
Procedures,fidp7877,Laser Trabeculoplasty
Procedures,fidp7863,Leg Amputation
Procedures,fidp7881,Light Therapy (Phototherapy)
Procedures,fidp7882,Liposuction
Procedures,fidp7883,Lithotripsy
Procedures,fidp8423,Liver Biopsy
Procedures,fidp7884,Liver Resection
Procedures,fidp8760,Liver Shunt Surgery
Procedures,fidp7885,Liver Transplant
Procedures,fidp8247,Local Anesthesia
Procedures,fidp7887,Loop Electrosurgical Excision Procedure (LEEP)
Procedures,fidp7888,Lumbar Discectomy
Procedures,fidp8886,Lumbar Epidural Steroid Injection
Procedures,fidp7703,Lumpectomy
Procedures,fidp8412,Lung Biopsy
Procedures,fidp7890,Lung Resection
Procedures,fidp7892,Lung Transplant
Procedures,fidp7893,Lung Volume Reduction Surgery (LVRS)
Procedures,fidp8375,Lymph Node Biopsy
Procedures,fidp7894,Lymph Node Removal (Lymphadenectomy)
Procedures,fidp7895,Mastectomy
Procedures,fidp8476,Maze Procedure for Atrial Fibrillation
Procedures,fidp7896,Medial Patellofemoral Ligament Repair
Procedures,fidp8403,Mediastinoscopy
Procedures,fidp7898,Meniscus Surgery
Procedures,fidp7900,Mitral Valve Surgery
Procedures,fidp7901,Mohs Surgery
Procedures,fidp7902,Myomectomy
Procedures,fidp8792,N/A
Procedures,fidp7903,Nail Removal
Procedures,fidp8752,Nasal Adhesions Removal
Procedures,fidp7904,Nasal Packing
Procedures,fidp7906,Nasal Septum Repair
Procedures,fidp7908,Nasogastric (NG) Tube Insertion
Procedures,fidp7909,Neck Dissection
Procedures,fidp8741,Negative Pressure Wound Therapy
Procedures,fidp7912,Nephrectomy
Procedures,fidp7913,Nephrostomy
Procedures,fidp7914,Nerve Ablation
Procedures,fidp7915,Nerve Block
Procedures,fidp7916,Nose Cautery
Procedures,fidp7917,Oophorectomy
Procedures,fidp7919,Open Reduction with Internal Fixation (ORIF)
Procedures,fidp7920,Orchiectomy
Procedures,fidp7921,Orchiopexy
Procedures,fidp7922,Organ Donation
Procedures,fidp7923,Organ Transplant
Procedures,fidp8753,Oromaxillary Fistula Repair
Procedures,fidp7924,Orthodontics
Procedures,fidp7925,Osteotomy
Procedures,fidp7926,Ostomy
Procedures,fidp7927,Ovarian Cyst Surgery
Procedures,fidp7928,Ovarian Drilling (Ovarian Diathermy)
Procedures,fidp7929,Oxygen Therapy
Procedures,fidp7930,Pacemaker Placement
Procedures,fidp7931,Pallidotomy
Procedures,fidp8686,Pancreas Transplant
Procedures,fidp7932,Pancreatic Cancer Surgery
Procedures,fidp7933,Paracentesis
Procedures,fidp7934,Parathyroidectomy
Procedures,fidp7935,Parotidectomy
Procedures,fidp8398,Pelvic Laparoscopy
Procedures,fidp8793,Pelvic Laparotomy
Procedures,fidp7936,Pelvic Prolapse Repair
Procedures,fidp7937,Penile Implant Insertion
Procedures,fidp8477,Penile Injections
Procedures,fidp7938,Penile Revascularization
Procedures,fidp8794,Percutaneous Coronary Intervention (PCI)
Procedures,fidp7939,Percutaneous Endoscopic Gastrostomy (PEG)
Procedures,fidp8424,Pericardial Drainage
Procedures,fidp8795,Peripheral Angioplasty
Procedures,fidp8837,Peripheral Nerve Block
Procedures,fidp8796,Peripherally Inserted Central Catheter (PICC)
Procedures,fidp8481,Peritoneal Dialysis
Procedures,fidp7942,Phalangeal Head Resection
Procedures,fidp7899,Phlebectomy
Procedures,fidp7943,Phlebotomy
Procedures,fidp7944,Photodynamic Therapy (PDT)
Procedures,fidp7947,Pilonidal Cyst Excision
Procedures,fidp7948,Pituitary Surgery
Procedures,fidp7949,Plantar Fascia Surgery
Procedures,fidp7950,Pneumatic Retinopexy
Procedures,fidp8835,Popliteal Nerve Block
Procedures,fidp7951,Port Implantation
Procedures,fidp7983,Procedural Sedation
Procedures,fidp7953,Proctocolectomy
Procedures,fidp8750,Prolotherapy
Procedures,fidp8413,Prostate Biopsy
Procedures,fidp7954,Prostate Laser Surgery
Procedures,fidp7955,Prostate Surgery
Procedures,fidp7956,Prostatectomy
Procedures,fidp7957,Psoralen Plus Ultraviolet Light (PUVA)
Procedures,fidp7958,Pudendal and Paracervical Blocks
Procedures,fidp7960,Pyloric Stenosis Repair
Procedures,fidp7961,Radial Keratotomy (RK)
Procedures,fidp7962,Radiation Therapy
Procedures,fidp7963,Radical Prostatectomy
Procedures,fidp7964,Radio Frequency Volume Reduction
Procedures,fidp7966,Radiofrequency Ablation (RFA)
Procedures,fidp7967,Radiofrequency Palatoplasty
Procedures,fidp7968,Rectal Prolapse Repair
Procedures,fidp7969,Rectocele (Rectum Prolapse) Repair
Procedures,fidp7970,Refractive Surgery
Procedures,fidp7971,Regional Anesthesia
Procedures,fidp7972,Release of Joint Contracture
Procedures,fidp8821,Restorative Dentistry
Procedures,fidp8822,Restorative Dentistry
Procedures,fidp7973,Retinal Detachment Repair
Procedures,fidp8121,Retroperitoneal Lymph Node Dissection (RPLND)
Procedures,fidp7974,Retropubic Suspension
Procedures,fidp7975,Rhinoplasty
Procedures,fidp7976,Root Canal
Procedures,fidp7977,Root Planing and Scaling
Procedures,fidp7978,Rotator Cuff Surgery
Procedures,fidp7979,Roux-en-Y Gastric Bypass
Procedures,fidp7980,Scleral Buckling Surgery
Procedures,fidp7981,Sclerotherapy
Procedures,fidp7982,Scoliosis Surgery
Procedures,fidp7984,Selective Dorsal Rhizotomy (SDR)
Procedures,fidp7985,Selective Reduction
Procedures,fidp8376,Sentinel Node Biopsy
Procedures,fidp9054,septic arthritis drainage
Procedures,fidp7987,Shoulder Arthroscopy
Procedures,fidp7988,Shoulder Replacement Surgery
Procedures,fidp8395,Sigmoidoscopy (Anoscopy Proctoscopy)
Procedures,fidp7991,Sinus Surgery
Procedures,fidp8759,Skin Biopsy
Procedures,fidp7992,Skin Cancer Treatments
Procedures,fidp7993,Skin Grafts
Procedures,fidp8426,Skin Lesion Removal
Procedures,fidp7995,Skin Tag Removal
Procedures,fidp8478,Sleep Apnea Surgery
Procedures,fidp7996,Sleeve Gastrectomy
Procedures,fidp7997,Sphincterotomy
Procedures,fidp7998,Spinal Block
Procedures,fidp7999,Spinal Decompression Surgery
Procedures,fidp8000,Spinal Fusion
Procedures,fidp8797,Spinal Manipulation
Procedures,fidp8001,Spinal Stenosis Surgery
Procedures,fidp8002,Splenectomy
Procedures,fidp8004,Stapedectomy
Procedures,fidp8005,Stem Cell Donation
Procedures,fidp8006,Stem Cell Transplant
Procedures,fidp8007,Sternotomy
Procedures,fidp9154,steroid injection
Procedures,fidp8737,Stitches Staples and Skin Adhesives
Procedures,fidp9111,Stoma Reversal
Procedures,fidp8008,Strabismus Surgery
Procedures,fidp8009,Stress Urinary Incontinence Surgery
Procedures,fidp8010,Subcutaneous Injection
Procedures,fidp8904,Subdermal Implant for Birth Control
Procedures,fidp8011,Submandibular Gland Removal
Procedures,fidp8769,Suprapubic Aspiration
Procedures,fidp8012,Suprapubic Catheterization
Procedures,fidp8013,Surgical Drain
Procedures,fidp8834,swallow  study
Procedures,fidp8891,Sympathetic Nerve Block
Procedures,fidp8015,Synovectomy
Procedures,fidp8016,Tattoo Removal
Procedures,fidp7694,Tear Duct Surgery
Procedures,fidp8032,Teeth Whitening
Procedures,fidp8401,Temporal Artery Biopsy
Procedures,fidp8018,Temporomandibular Arthroplasty
Procedures,fidp8755,Temporomandibular Arthroscopy
Procedures,fidp8019,Tennis Elbow Surgery
Procedures,fidp8020,Tension-Free Vaginal Tape (TVT) Procedure
Procedures,fidp8399,Testicular Biopsy
Procedures,fidp8021,Thalamotomy
Procedures,fidp8023,Thoracentesis
Procedures,fidp8024,Thoracic Aortic Aneurysm Repair
Procedures,fidp8025,Thoracoscopic Sympathectomy
Procedures,fidp8026,Thoracotomy
Procedures,fidp8902,Thrombolytic Therapy
Procedures,fidp8414,Thyroid Biopsy
Procedures,fidp8027,Thyroid Surgery
Procedures,fidp8028,Thyroidectomy
Procedures,fidp8029,Toe Amputation
Procedures,fidp7808,Tongue Tie Surgery
Procedures,fidp8030,Tonsillectomy
Procedures,fidp8031,Tooth Extraction
Procedures,fidp8033,Total Lymphoid Irradiation (TLI)
Procedures,fidp8798,Trachelectomy
Procedures,fidp8034,Tracheostomy
Procedures,fidp8035,Transjugular Intrahepatic Portosystemic Shunt (TIPS)
Procedures,fidp8799,Transsphenoidal Adenomectomy
Procedures,fidp8037,Transurethral Incision of the Prostate (TUIP)
Procedures,fidp8038,Transurethral Microwave Therapy (TUMT)
Procedures,fidp8039,Transurethral Needle Ablation (TUNA)
Procedures,fidp8040,Transurethral Resection (TUR) for Bladder Cancer
Procedures,fidp8041,Transurethral Resection of the Prostate (TURP)
Procedures,fidp8042,Trigger Finger Release
Procedures,fidp8394,Tubal Implants
Procedures,fidp8392,Tubal Ligation (BTL)
Procedures,fidp8758,Tubal Ligation Reversal
Procedures,fidp8044,Tube Feeding
Procedures,fidp8045,Tummy Tuck
Procedures,fidp8046,Tumor Ablation
Procedures,fidp8047,Tumor Embolization
Procedures,fidp8048,Tunneled Catheterization
Procedures,fidp8049,Turbinate Surgery
Procedures,fidp8050,Tympanocentesis
Procedures,fidp8051,Tympanomastoidectomy
Procedures,fidp8052,Tympanoplasty
Procedures,fidp8742,Ulcerative Colitis Surgery
Procedures,fidp8735,Ultrasound Needle Guidance
Procedures,fidp8053,Umbilical Cord Blood Banking
Procedures,fidp8054,Umbilical Hernia Repair
Procedures,fidp8055,Umbilical Vein Catheterization
Procedures,fidp8056,Undescended Testicle Surgery
Procedures,fidp8422,Upper GI Endoscopy
Procedures,fidp8057,Ureteral Reimplant
Procedures,fidp8058,Ureteral Stent Placement
Procedures,fidp8059,Ureteroscopy
Procedures,fidp8060,Urethral Bulking
Procedures,fidp8061,Urethral Sling Surgery
Procedures,fidp8062,Urethrocele (Urethra Prolapse) Surgery
Procedures,fidp8063,Urinary Catheterization
Procedures,fidp8064,Urostomy
Procedures,fidp8065,Uterine Fibroid Embolization (UFE)
Procedures,fidp8751,Uterine Fibroid Surgery
Procedures,fidp8066,Uvulopalatopharyngoplasty (UPPP)
Procedures,fidp8067,Uvulopalatoplasty
Procedures,fidp8743,Vaccination
Procedures,fidp8068,Vacuum Aspiration
Procedures,fidp8069,Vacuum-Assisted Closure (VAC)
Procedures,fidp8070,Vacuum-Assisted Delivery
Procedures,fidp8071,Vaginal Birth After Cesarean (VBAC)
Procedures,fidp7737,Vaginal Closure
Procedures,fidp8073,Vaginal Hysterectomy
Procedures,fidp8746,Vaginal Hysterectomy (Laparoscopically-Assisted)
Procedures,fidp8074,Vaginal Prolapse Surgery
Procedures,fidp8076,Variceal Banding
Procedures,fidp8077,Varicocele Repair
Procedures,fidp8078,Varicose Vein Treatments
Procedures,fidp8079,Vasectomy
Procedures,fidp8080,Vasectomy Reversal
Procedures,fidp8081,Vein Ligation and Stripping
Procedures,fidp8082,Vena Cava Filter Placement or Removal
Procedures,fidp8800,Venous Access Devices
Procedures,fidp8084,Vertebroplasty
Procedures,fidp8400,Video Capsule Endoscopy
Procedures,fidp8085,Video-Assisted Thoracoscopic Surgery (VATS)
Procedures,fidp8419,Virtual Colonoscopy
Procedures,fidp8086,Vitrectomy
Procedures,fidp8087,Von Willebrand Replacement Therapy
Procedures,fidp8747,VP Shunt Surgery
Procedures,fidp8480,Wart Removal
Procedures,fidp8088,Water Birth
Procedures,fidp7689,Weight Loss (Bariatric) Surgery
Procedures,fidp8089,Whipple Surgery
Procedures,fidp8479,Wisdom Tooth Extraction
Procedures,fidp8091,Wound Debridement
Procedures,fidp8092,Wrist Arthroscopy
Procedures,fidp98093,YAG Laser Capsulotomy
Provenance,fidp1727,3rd Party
